Column1,time,topicName,query,hotPos,popular,id,active_time_hr,climbing_time,top_hotPos,max_span_up_hotPos,max_span_down_hotPos,hotPos_flucation_avg_span,max_span_up_popular,max_span_down_popular,popular_avg,is_business_day
2001,2021-10-18 06:00:00,Braves,Braves,2,113000,M_036,154.0,127.0,1,14.0,17.0,4.666666666666667,49900.0,29300.0,86686.66666666667,0
2002,2021-10-18 07:00:00,Braves,Braves,2,113000,M_036,155.0,127.0,1,14.0,17.0,4.375,49900.0,29300.0,88331.25,0
2003,2021-10-18 08:00:00,Braves,Braves,3,113000,M_036,156.0,127.0,1,14.0,17.0,4.176470588235294,49900.0,29300.0,89782.35294117648,0
2004,2021-10-18 09:00:00,Braves,Braves,4,113000,M_036,157.0,127.0,1,14.0,17.0,4.0,49900.0,29300.0,91072.22222222222,0
2005,2021-10-17 09:00:00,Braves,Braves,4,84400,M_036,133.0,127.0,1,14.0,17.0,5.0,49900.0,29300.0,78080.0,1
2006,2021-12-26 04:00:00,Colts,Colts,3,61200,M_037,1806.0,4.0,1,12.0,16.0,3.8205128205128207,72100.0,76900.0,49682.05128205128,1
2007,2021-12-26 02:00:00,Colts,Colts,4,37000,M_037,1804.0,4.0,1,12.0,16.0,3.8947368421052633,72100.0,76900.0,49378.94736842105,1
2008,2021-12-19 11:00:00,Colts,Colts,20,91800,M_037,1645.0,4.0,1,12.0,15.0,3.5675675675675675,72100.0,76900.0,49713.51351351351,1
2009,2021-12-19 10:00:00,Colts,Colts,15,91300,M_037,1644.0,4.0,1,12.0,15.0,3.5277777777777777,72100.0,76900.0,48544.444444444445,1
2010,2021-12-19 01:00:00,Colts,Colts,3,19200,M_037,1635.0,4.0,1,11.0,15.0,3.2857142857142856,37200.0,76900.0,47322.857142857145,1
2011,2021-11-29 00:00:00,Colts,Colts,13,49500,M_037,1154.0,4.0,1,11.0,15.0,2.935483870967742,37200.0,76900.0,51396.77419354839,0
2012,2021-12-18 22:00:00,Colts,Colts,12,15000,M_037,1632.0,4.0,1,11.0,15.0,3.212121212121212,37200.0,76900.0,49112.121212121216,1
2013,2021-12-18 18:00:00,Colts,Colts,20,12400,M_037,1628.0,4.0,1,11.0,15.0,3.0625,37200.0,76900.0,50178.125,1
2014,2021-11-28 23:00:00,Colts,Colts,10,48900,M_037,1153.0,4.0,1,11.0,15.0,2.933333333333333,37200.0,76900.0,51460.0,1
2015,2021-12-26 05:00:00,Colts,Colts,2,66400,M_037,1807.0,4.0,1,12.0,16.0,3.75,72100.0,76900.0,50100.0,1
2016,2021-12-18 23:00:00,Colts,Colts,6,16400,M_037,1633.0,4.0,1,11.0,15.0,3.2941176470588234,37200.0,76900.0,48150.0,1
2017,2021-12-26 05:00:00,Colts,Colts,3,66400,M_037,1807.0,4.0,1,12.0,16.0,3.682926829268293,72100.0,76900.0,50497.560975609755,1
2018,2022-01-10 02:00:00,Colts,Colts,18,166000,M_037,2164.0,4.0,1,16.0,16.0,4.32,72100.0,76900.0,55752.0,0
2019,2021-12-26 06:00:00,Colts,Colts,4,67500,M_037,1808.0,4.0,1,12.0,16.0,3.5348837209302326,72100.0,76900.0,51288.37209302326,1
2020,2021-12-26 12:00:00,Colts,Colts,17,70300,M_037,1814.0,4.0,1,13.0,16.0,3.75,72100.0,76900.0,51720.454545454544,1
2021,2022-01-02 19:00:00,Colts,Colts,10,28300,M_037,1989.0,4.0,1,13.0,16.0,3.8222222222222224,72100.0,76900.0,51200.0,1
2022,2022-01-02 22:00:00,Colts,Colts,8,43900,M_037,1992.0,4.0,1,13.0,16.0,3.782608695652174,72100.0,76900.0,51041.30434782609,1
2023,2022-01-02 23:00:00,Colts,Colts,17,45100,M_037,1993.0,4.0,1,13.0,16.0,3.893617021276596,72100.0,76900.0,50914.89361702128,1
2024,2022-01-09 20:00:00,Colts,Colts,1,81600,M_037,2158.0,4.0,1,13.0,16.0,4.145833333333333,72100.0,76900.0,51554.166666666664,1
2025,2022-01-09 23:00:00,Colts,Colts,2,147000,M_037,2161.0,4.0,1,13.0,16.0,4.081632653061225,72100.0,76900.0,53502.04081632653,1
2026,2021-11-28 22:00:00,Colts,Colts,3,47900,M_037,1152.0,4.0,1,11.0,15.0,2.793103448275862,37200.0,76900.0,51548.275862068964,1
2027,2022-03-08 19:00:00,Colts,Colts,7,13200,M_037,3549.0,4.0,1,16.0,16.0,4.450980392156863,72100.0,152800.0,54917.64705882353,0
2028,2022-03-08 20:00:00,Colts,Colts,15,11000,M_037,3550.0,4.0,1,16.0,16.0,4.519230769230769,72100.0,152800.0,54073.07692307692,0
2029,2022-03-08 22:00:00,Colts,Colts,15,11000,M_037,3552.0,4.0,1,16.0,16.0,4.433962264150943,72100.0,152800.0,53260.377358490565,0
2030,2021-12-26 06:00:00,Colts,Colts,3,67500,M_037,1808.0,4.0,1,12.0,16.0,3.5952380952380953,72100.0,76900.0,50902.380952380954,1
2031,2021-11-28 18:00:00,Colts,Colts,4,16700,M_037,1148.0,4.0,1,11.0,15.0,2.962962962962963,37200.0,76900.0,52625.92592592593,1
2032,2021-11-28 19:00:00,Colts,Colts,4,26100,M_037,1149.0,4.0,1,11.0,15.0,2.857142857142857,37200.0,76900.0,51678.57142857143,1
2033,2021-10-12 01:00:00,Colts,Colts,2,29600,M_037,3.0,3.0,2,0.0,6.0,2.6666666666666665,10600.0,-0.0,21733.333333333332,0
2034,2021-10-11 22:00:00,Colts,Colts,10,16600,M_037,0.0,0.0,10,0.0,-0.0,0.0,0.0,-0.0,16600.0,0
2035,2021-10-11 23:00:00,Colts,Colts,8,19000,M_037,1.0,1.0,8,0.0,2.0,1.0,2400.0,-0.0,17800.0,0
2036,2021-11-21 22:00:00,Colts,Colts,12,51400,M_037,984.0,4.0,1,11.0,15.0,2.769230769230769,37200.0,76900.0,54007.692307692305,1
2037,2021-10-12 02:00:00,Colts,Colts,1,50500,M_037,4.0,4.0,1,0.0,6.0,2.25,20900.0,-0.0,28925.0,0
2038,2021-10-12 04:00:00,Colts,Colts,2,87700,M_037,6.0,4.0,1,1.0,6.0,2.0,37200.0,-0.0,40680.0,0
2039,2021-10-12 05:00:00,Colts,Colts,1,89100,M_037,7.0,4.0,1,1.0,6.0,1.8333333333333333,37200.0,-0.0,48750.0,0
2040,2021-10-12 06:00:00,Colts,Colts,1,89700,M_037,8.0,4.0,1,1.0,6.0,1.5714285714285714,37200.0,-0.0,54600.0,0
2041,2021-10-12 07:00:00,Colts,Colts,1,90100,M_037,9.0,4.0,1,1.0,6.0,1.375,37200.0,-0.0,59037.5,0
2042,2021-10-12 07:00:00,Colts,Colts,3,90100,M_037,9.0,4.0,1,1.0,6.0,1.3,37200.0,-0.0,65250.0,0
2043,2021-10-12 08:00:00,Colts,Colts,1,90500,M_037,10.0,4.0,1,1.0,6.0,1.3636363636363635,37200.0,-0.0,67545.45454545454,0
2044,2021-10-12 09:00:00,Colts,Colts,2,90800,M_037,11.0,4.0,1,1.0,6.0,1.3333333333333333,37200.0,-0.0,69483.33333333333,0
2045,2021-10-12 10:00:00,Colts,Colts,3,91400,M_037,12.0,4.0,1,1.0,6.0,1.3076923076923077,37200.0,-0.0,71169.23076923077,0
2046,2021-10-12 07:00:00,Colts,Colts,2,90100,M_037,9.0,4.0,1,1.0,6.0,1.3333333333333333,37200.0,-0.0,62488.88888888889,0
2047,2021-10-12 12:00:00,Colts,Colts,7,93000,M_037,14.0,4.0,1,2.0,6.0,1.4,37200.0,-0.0,74046.66666666667,0
2048,2021-11-21 18:00:00,Colts,Colts,1,17300,M_037,980.0,4.0,1,5.0,15.0,2.44,37200.0,76900.0,54112.0,1
2049,2021-10-12 11:00:00,Colts,Colts,5,92500,M_037,13.0,4.0,1,2.0,6.0,1.3571428571428572,37200.0,-0.0,72692.85714285714,0
2050,2021-11-14 21:00:00,Colts,Colts,11,20900,M_037,815.0,4.0,1,3.0,7.0,1.7826086956521738,37200.0,76900.0,57108.69565217391,1
2051,2021-11-14 20:00:00,Colts,Colts,10,17000,M_037,814.0,4.0,1,3.0,7.0,1.8181818181818181,37200.0,76900.0,58754.545454545456,1
2052,2021-10-31 19:00:00,Colts,Colts,9,22700,M_037,477.0,4.0,1,3.0,7.0,1.8571428571428572,37200.0,76900.0,60742.857142857145,1
2053,2021-11-14 22:00:00,Colts,Colts,16,22000,M_037,816.0,4.0,1,5.0,7.0,1.9166666666666667,37200.0,76900.0,55645.833333333336,1
2054,2021-10-25 04:00:00,Colts,Colts,7,47800,M_037,318.0,4.0,1,3.0,7.0,1.8421052631578947,37200.0,76900.0,64926.31578947369,0
2055,2021-10-25 02:00:00,Colts,Colts,5,33400,M_037,316.0,4.0,1,3.0,7.0,1.8333333333333333,37200.0,76900.0,65877.77777777778,0
2056,2021-10-25 01:00:00,Colts,Colts,3,25600,M_037,315.0,4.0,1,3.0,7.0,1.8235294117647058,37200.0,76900.0,67788.23529411765,0
2057,2021-10-25 00:00:00,Colts,Colts,10,16100,M_037,314.0,4.0,1,3.0,6.0,1.5,37200.0,76900.0,70425.0,0
2058,2021-10-31 18:00:00,Colts,Colts,6,19300,M_037,476.0,4.0,1,3.0,7.0,1.8,37200.0,76900.0,62645.0,1
2059,2021-11-16 04:00:00,#DWTS,#DWTS,4,16300,M_038,843.0,672.0,2,9.0,10.0,3.0,6790.0,12690.0,12589.46875,0
2060,2021-11-09 03:00:00,#DWTS,#DWTS,5,14300,M_038,674.0,672.0,2,9.0,9.0,2.84,6244.0,8544.0,12370.12,0
2061,2021-11-23 10:00:00,#DWTS,#DWTS,7,40900,M_038,1017.0,1008.0,1,9.0,12.0,2.840909090909091,17400.0,12839.0,16205.09090909091,0
2062,2021-11-09 06:00:00,#DWTS,#DWTS,16,16000,M_038,677.0,672.0,2,9.0,9.0,3.037037037037037,6244.0,8544.0,12609.37037037037,0
2063,2021-11-09 07:00:00,#DWTS,#DWTS,14,16400,M_038,678.0,672.0,2,9.0,9.0,3.0,6244.0,8544.0,12744.75,0
2064,2021-11-16 01:00:00,#DWTS,#DWTS,4,3710,M_038,840.0,672.0,2,9.0,10.0,3.2413793103448274,6244.0,12690.0,12433.206896551725,0
2065,2021-11-16 02:00:00,#DWTS,#DWTS,3,10500,M_038,841.0,672.0,2,9.0,10.0,3.1666666666666665,6790.0,12690.0,12368.766666666666,0
2066,2021-11-16 03:00:00,#DWTS,#DWTS,4,15500,M_038,842.0,672.0,2,9.0,10.0,3.096774193548387,6790.0,12690.0,12469.774193548386,0
2067,2021-11-16 05:00:00,#DWTS,#DWTS,7,17200,M_038,844.0,672.0,2,9.0,10.0,3.0,6790.0,12690.0,12729.181818181818,0
2068,2021-11-09 02:00:00,#DWTS,#DWTS,3,10900,M_038,673.0,672.0,2,9.0,9.0,2.875,6244.0,8544.0,12289.708333333334,0
2069,2021-11-16 07:00:00,#DWTS,#DWTS,10,18100,M_038,846.0,672.0,2,9.0,10.0,2.914285714285714,6790.0,12690.0,13024.657142857142,0
2070,2021-11-16 08:00:00,#DWTS,#DWTS,9,18300,M_038,847.0,672.0,2,9.0,10.0,2.861111111111111,6790.0,12690.0,13171.194444444445,0
2071,2021-11-16 09:00:00,#DWTS,#DWTS,13,18400,M_038,848.0,672.0,2,9.0,10.0,2.891891891891892,6790.0,12690.0,13312.513513513513,0
2072,2021-11-23 01:00:00,#DWTS,#DWTS,1,5561,M_038,1008.0,1008.0,1,9.0,12.0,3.1315789473684212,6790.0,12839.0,13108.526315789473,0
2073,2021-11-23 02:00:00,#DWTS,#DWTS,1,19200,M_038,1009.0,1008.0,1,9.0,12.0,3.051282051282051,13639.0,12839.0,13264.71794871795,0
2074,2021-11-23 04:00:00,#DWTS,#DWTS,1,36600,M_038,1011.0,1008.0,1,9.0,12.0,2.975,17400.0,12839.0,13848.1,0
2075,2021-11-23 05:00:00,#DWTS,#DWTS,1,37700,M_038,1012.0,1008.0,1,9.0,12.0,2.902439024390244,17400.0,12839.0,14429.853658536585,0
2076,2021-11-23 07:00:00,#DWTS,#DWTS,1,39900,M_038,1014.0,1008.0,1,9.0,12.0,2.8333333333333335,17400.0,12839.0,15036.285714285714,0
2077,2021-11-23 09:00:00,#DWTS,#DWTS,2,40600,M_038,1016.0,1008.0,1,9.0,12.0,2.7906976744186047,17400.0,12839.0,15630.790697674418,0
2078,2021-11-16 06:00:00,#DWTS,#DWTS,7,17700,M_038,845.0,672.0,2,9.0,10.0,2.911764705882353,6790.0,12690.0,12875.382352941177,0
2079,2021-11-09 01:00:00,#DWTS,#DWTS,2,4656,M_038,672.0,672.0,2,9.0,9.0,2.9565217391304346,5958.0,8544.0,12350.130434782608,0
2080,2021-11-09 04:00:00,#DWTS,#DWTS,12,15200,M_038,675.0,672.0,2,9.0,9.0,3.0,6244.0,8544.0,12478.961538461539,0
2081,2021-11-02 07:00:00,#DWTS,#DWTS,8,13100,M_038,510.0,336.0,3,9.0,9.0,2.761904761904762,5958.0,8258.0,12676.047619047618,0
2082,2021-11-02 08:00:00,#DWTS,#DWTS,10,13200,M_038,511.0,336.0,3,9.0,9.0,2.727272727272727,5958.0,8258.0,12699.863636363636,0
2083,2021-10-12 01:00:00,#DWTS,#DWTS,4,6425,M_038,0.0,0.0,4,0.0,-0.0,0.0,0.0,-0.0,6425.0,0
2084,2021-10-12 04:00:00,#DWTS,#DWTS,14,12000,M_038,3.0,0.0,4,9.0,-0.0,3.3333333333333335,4575.0,-0.0,9808.333333333334,0
2085,2021-10-12 05:00:00,#DWTS,#DWTS,15,12200,M_038,4.0,0.0,4,9.0,-0.0,2.75,4575.0,-0.0,10406.25,0
2086,2021-10-12 06:00:00,#DWTS,#DWTS,15,12300,M_038,5.0,0.0,4,9.0,-0.0,2.2,4575.0,-0.0,10785.0,0
2087,2021-10-13 02:00:00,#DWTS,#DWTS,6,14300,M_038,25.0,0.0,4,9.0,9.0,3.3333333333333335,4575.0,-0.0,11370.833333333334,0
2088,2021-10-19 02:00:00,#DWTS,#DWTS,4,12700,M_038,169.0,0.0,4,9.0,9.0,3.142857142857143,4575.0,1600.0,11560.714285714286,0
2089,2021-10-19 03:00:00,#DWTS,#DWTS,8,13500,M_038,170.0,0.0,4,9.0,9.0,3.25,4575.0,1600.0,11803.125,0
2090,2021-10-19 04:00:00,#DWTS,#DWTS,5,14300,M_038,171.0,0.0,4,9.0,9.0,3.2222222222222223,4575.0,1600.0,12080.555555555555,0
2091,2021-10-19 05:00:00,#DWTS,#DWTS,7,14800,M_038,172.0,0.0,4,9.0,9.0,3.1,4575.0,1600.0,12352.5,0
2092,2021-10-12 02:00:00,#DWTS,#DWTS,5,11000,M_038,1.0,0.0,4,1.0,-0.0,0.5,4575.0,-0.0,8712.5,0
2093,2021-10-26 01:00:00,#DWTS,#DWTS,3,8630,M_038,336.0,336.0,3,9.0,9.0,2.9166666666666665,4575.0,6470.0,12271.25,0
2094,2021-10-19 06:00:00,#DWTS,#DWTS,7,15100,M_038,173.0,0.0,4,9.0,9.0,2.8181818181818183,4575.0,1600.0,12602.272727272728,0
2095,2021-10-26 07:00:00,#DWTS,#DWTS,8,15300,M_038,342.0,336.0,3,9.0,9.0,2.7777777777777777,4575.0,6470.0,12947.5,0
2096,2021-10-26 06:00:00,#DWTS,#DWTS,6,15100,M_038,341.0,336.0,3,9.0,9.0,2.823529411764706,4575.0,6470.0,12809.117647058823,0
2097,2021-11-02 01:00:00,#DWTS,#DWTS,6,7042,M_038,504.0,336.0,3,9.0,9.0,2.736842105263158,4575.0,8258.0,12636.684210526315,0
2098,2021-10-26 04:00:00,#DWTS,#DWTS,6,14300,M_038,339.0,336.0,3,9.0,9.0,2.533333333333333,4575.0,6470.0,12530.333333333334,0
2099,2021-10-26 03:00:00,#DWTS,#DWTS,6,13600,M_038,338.0,336.0,3,9.0,9.0,2.7142857142857144,4575.0,6470.0,12403.92857142857,0
2100,2021-10-26 02:00:00,#DWTS,#DWTS,4,12800,M_038,337.0,336.0,3,9.0,9.0,2.769230769230769,4575.0,6470.0,12311.923076923076,0
2101,2021-10-26 05:00:00,#DWTS,#DWTS,11,14700,M_038,340.0,336.0,3,9.0,9.0,2.6875,4575.0,6470.0,12665.9375,0
2102,2021-11-02 06:00:00,#DWTS,#DWTS,10,13000,M_038,509.0,336.0,3,9.0,9.0,2.8,5958.0,8258.0,12654.85,0
2103,2022-01-18 06:00:00,#WWERaw,#WWERaw,12,48000,M_039,2357.0,167.0,1,13.0,14.0,2.6893203883495147,25200.0,57500.0,45340.970873786406,0
2104,2022-01-25 06:00:00,#WWERaw,#WWERaw,6,48700,M_039,2525.0,167.0,1,13.0,14.0,2.7247706422018347,25200.0,57500.0,45209.35779816514,0
2105,2022-01-18 07:00:00,#WWERaw,#WWERaw,16,49100,M_039,2358.0,167.0,1,13.0,14.0,2.701923076923077,25200.0,57500.0,45377.11538461538,0
2106,2022-01-25 02:00:00,#WWERaw,#WWERaw,4,28300,M_039,2521.0,167.0,1,13.0,14.0,2.7904761904761903,25200.0,57500.0,45214.47619047619,0
2107,2022-01-25 03:00:00,#WWERaw,#WWERaw,4,39100,M_039,2522.0,167.0,1,13.0,14.0,2.7641509433962264,25200.0,57500.0,45156.79245283019,0
2108,2022-01-25 04:00:00,#WWERaw,#WWERaw,3,45100,M_039,2523.0,167.0,1,13.0,14.0,2.7476635514018692,25200.0,57500.0,45156.26168224299,0
2109,2022-01-25 05:00:00,#WWERaw,#WWERaw,6,47400,M_039,2524.0,167.0,1,13.0,14.0,2.75,25200.0,57500.0,45177.03703703704,0
2110,2022-02-01 03:00:00,#WWERaw,#WWERaw,2,48800,M_039,2690.0,167.0,1,13.0,14.0,2.7168141592920354,25200.0,57500.0,45253.27433628318,1
2111,2022-01-25 08:00:00,#WWERaw,#WWERaw,7,51200,M_039,2527.0,167.0,1,13.0,14.0,2.720720720720721,25200.0,57500.0,45307.38738738739,0
2112,2022-02-01 02:00:00,#WWERaw,#WWERaw,3,35700,M_039,2689.0,167.0,1,13.0,14.0,2.732142857142857,25200.0,57500.0,45221.607142857145,1
2113,2022-02-01 04:00:00,#WWERaw,#WWERaw,1,59900,M_039,2691.0,167.0,1,13.0,14.0,2.7017543859649122,25200.0,57500.0,45381.754385964916,1
2114,2022-02-01 05:00:00,#WWERaw,#WWERaw,1,63200,M_039,2692.0,167.0,1,13.0,14.0,2.6782608695652175,25200.0,57500.0,45536.69565217391,1
2115,2022-02-01 06:00:00,#WWERaw,#WWERaw,1,65200,M_039,2693.0,167.0,1,13.0,14.0,2.6551724137931036,25200.0,57500.0,45706.206896551725,1
2116,2022-02-01 07:00:00,#WWERaw,#WWERaw,5,67200,M_039,2694.0,167.0,1,13.0,14.0,2.6666666666666665,25200.0,57500.0,45889.91452991453,1
2117,2022-01-18 05:00:00,#WWERaw,#WWERaw,12,46700,M_039,2356.0,167.0,1,13.0,14.0,2.715686274509804,25200.0,57500.0,45314.901960784315,0
2118,2022-01-25 07:00:00,#WWERaw,#WWERaw,9,50100,M_039,2526.0,167.0,1,13.0,14.0,2.727272727272727,25200.0,57500.0,45253.818181818184,0
2119,2022-01-18 04:00:00,#WWERaw,#WWERaw,6,44800,M_039,2355.0,167.0,1,13.0,14.0,2.6831683168316833,25200.0,57500.0,45301.18811881188,0
2120,2022-01-04 04:00:00,#WWERaw,#WWERaw,11,61100,M_039,2019.0,167.0,1,13.0,14.0,2.5555555555555554,25200.0,57500.0,44546.9,0
2121,2022-01-18 02:00:00,#WWERaw,#WWERaw,2,22500,M_039,2353.0,167.0,1,13.0,14.0,2.696969696969697,25200.0,57500.0,45359.79797979798,0
2122,2021-12-28 03:00:00,#WWERaw,#WWERaw,2,34500,M_039,1850.0,167.0,1,13.0,14.0,2.5,25200.0,57500.0,44412.45121951219,0
2123,2021-12-28 04:00:00,#WWERaw,#WWERaw,2,41200,M_039,1851.0,167.0,1,13.0,14.0,2.4698795180722892,25200.0,57500.0,44373.74698795181,0
2124,2021-12-28 05:00:00,#WWERaw,#WWERaw,2,43200,M_039,1852.0,167.0,1,13.0,14.0,2.4404761904761907,25200.0,57500.0,44359.77380952381,0
2125,2021-12-28 06:00:00,#WWERaw,#WWERaw,6,44300,M_039,1853.0,167.0,1,13.0,14.0,2.458823529411765,25200.0,57500.0,44359.07058823529,0
2126,2021-12-28 07:00:00,#WWERaw,#WWERaw,10,45000,M_039,1854.0,167.0,1,13.0,14.0,2.4767441860465116,25200.0,57500.0,44366.523255813954,0
2127,2021-12-28 08:00:00,#WWERaw,#WWERaw,12,46000,M_039,1855.0,167.0,1,13.0,14.0,2.471264367816092,25200.0,57500.0,44385.29885057471,0
2128,2022-01-04 02:00:00,#WWERaw,#WWERaw,4,35400,M_039,2017.0,167.0,1,13.0,14.0,2.534090909090909,25200.0,57500.0,44283.193181818184,0
2129,2022-01-04 03:00:00,#WWERaw,#WWERaw,5,51200,M_039,2018.0,167.0,1,13.0,14.0,2.5168539325842696,25200.0,57500.0,44360.910112359554,0
2130,2022-02-08 02:00:00,#WWERaw,#WWERaw,2,30900,M_039,2857.0,167.0,1,13.0,14.0,2.669491525423729,25200.0,57500.0,45762.8813559322,0
2131,2022-01-04 05:00:00,#WWERaw,#WWERaw,14,64000,M_039,2020.0,167.0,1,13.0,14.0,2.5604395604395602,25200.0,57500.0,44760.67032967033,0
2132,2022-01-04 06:00:00,#WWERaw,#WWERaw,8,65700,M_039,2021.0,167.0,1,13.0,14.0,2.597826086956522,25200.0,57500.0,44988.27173913043,0
2133,2022-01-11 02:00:00,#WWERaw,#WWERaw,3,26900,M_039,2185.0,167.0,1,13.0,14.0,2.6236559139784945,25200.0,57500.0,44793.77419354839,0
2134,2022-01-11 03:00:00,#WWERaw,#WWERaw,3,52100,M_039,2186.0,167.0,1,13.0,14.0,2.595744680851064,25200.0,57500.0,44871.5,0
2135,2022-01-11 04:00:00,#WWERaw,#WWERaw,8,59300,M_039,2187.0,167.0,1,13.0,14.0,2.6210526315789475,25200.0,57500.0,45023.37894736842,0
2136,2022-01-11 05:00:00,#WWERaw,#WWERaw,11,62000,M_039,2188.0,167.0,1,13.0,14.0,2.625,25200.0,57500.0,45200.21875,0
2137,2022-01-11 06:00:00,#WWERaw,#WWERaw,14,63800,M_039,2189.0,167.0,1,13.0,14.0,2.6288659793814433,25200.0,57500.0,45391.969072164946,0
2138,2022-01-11 07:00:00,#WWERaw,#WWERaw,11,65099,M_039,2190.0,167.0,1,13.0,14.0,2.63265306122449,25200.0,57500.0,45593.06122448979,0
2139,2022-01-18 03:00:00,#WWERaw,#WWERaw,4,40000,M_039,2354.0,167.0,1,13.0,14.0,2.69,25200.0,57500.0,45306.2,0
2140,2022-02-08 03:00:00,#WWERaw,#WWERaw,2,47600,M_039,2858.0,167.0,1,13.0,14.0,2.6470588235294117,25200.0,57500.0,45778.31932773109,0
2141,2022-02-15 06:00:00,#WWERaw,#WWERaw,4,52400,M_039,3029.0,167.0,1,13.0,14.0,2.5,25200.0,57500.0,46294.769230769234,0
2142,2022-02-08 05:00:00,#WWERaw,#WWERaw,6,55100,M_039,2860.0,167.0,1,13.0,14.0,2.6363636363636362,25200.0,57500.0,45913.38842975206,0
2143,2022-03-01 03:00:00,#WWERaw,#WWERaw,2,54300,M_039,3362.0,167.0,1,13.0,14.0,2.4097222222222223,29000.0,62000.0,46943.194444444445,0
2144,2022-03-01 04:00:00,#WWERaw,#WWERaw,2,64900,M_039,3363.0,167.0,1,13.0,14.0,2.393103448275862,29000.0,62000.0,47067.03448275862,0
2145,2022-03-01 05:00:00,#WWERaw,#WWERaw,2,68100,M_039,3364.0,167.0,1,13.0,14.0,2.3767123287671232,29000.0,62000.0,47211.09589041096,0
2146,2022-03-01 06:00:00,#WWERaw,#WWERaw,2,70200,M_039,3365.0,167.0,1,13.0,14.0,2.360544217687075,29000.0,62000.0,47367.48299319728,0
2147,2022-03-01 07:00:00,#WWERaw,#WWERaw,3,72100,M_039,3366.0,167.0,1,13.0,14.0,2.3513513513513513,29000.0,62000.0,47534.59459459459,0
2148,2022-03-01 08:00:00,#WWERaw,#WWERaw,4,73500,M_039,3367.0,167.0,1,13.0,14.0,2.3422818791946307,29000.0,62000.0,47708.85906040268,0
2149,2022-03-01 09:00:00,#WWERaw,#WWERaw,5,74800,M_039,3368.0,167.0,1,13.0,14.0,2.3333333333333335,29000.0,62000.0,47889.46666666667,0
2150,2022-03-01 02:00:00,#WWERaw,#WWERaw,1,31100,M_039,3361.0,167.0,1,13.0,14.0,2.4195804195804196,29000.0,62000.0,46891.74825174825,0
2151,2022-03-01 10:00:00,#WWERaw,#WWERaw,11,75900,M_039,3369.0,167.0,1,13.0,14.0,2.357615894039735,29000.0,62000.0,48074.96688741722,0
2152,2022-03-08 03:00:00,#WWERaw,#WWERaw,1,51100,M_039,3530.0,167.0,1,13.0,14.0,2.392156862745098,29000.0,62000.0,48015.163398692814,0
2153,2022-03-08 04:00:00,#WWERaw,#WWERaw,1,58700,M_039,3531.0,167.0,1,13.0,14.0,2.3766233766233764,29000.0,62000.0,48084.545454545456,0
2154,2022-03-08 05:00:00,#WWERaw,#WWERaw,1,61400,M_039,3532.0,167.0,1,13.0,14.0,2.361290322580645,29000.0,62000.0,48170.45161290323,0
2155,2022-03-08 06:00:00,#WWERaw,#WWERaw,3,63000,M_039,3533.0,167.0,1,13.0,14.0,2.358974358974359,29000.0,62000.0,48265.51282051282,0
2156,2022-03-08 07:00:00,#WWERaw,#WWERaw,5,64800,M_039,3534.0,167.0,1,13.0,14.0,2.356687898089172,29000.0,62000.0,48370.828025477706,0
2157,2022-03-08 08:00:00,#WWERaw,#WWERaw,8,65800,M_039,3535.0,167.0,1,13.0,14.0,2.3607594936708862,29000.0,62000.0,48481.13924050633,0
2158,2022-03-08 09:00:00,#WWERaw,#WWERaw,10,66700,M_039,3536.0,167.0,1,13.0,14.0,2.358490566037736,29000.0,62000.0,48595.72327044025,0
2159,2022-03-08 02:00:00,#WWERaw,#WWERaw,3,35900,M_039,3529.0,167.0,1,13.0,14.0,2.3947368421052633,29000.0,62000.0,47994.86842105263,0
2160,2022-03-01 01:00:00,#WWERaw,#WWERaw,1,13000,M_039,3360.0,167.0,1,13.0,14.0,2.436619718309859,29000.0,62000.0,47002.957746478874,0
2161,2022-02-22 08:00:00,#WWERaw,#WWERaw,6,75000,M_039,3199.0,167.0,1,13.0,14.0,2.4184397163120566,29000.0,57500.0,47244.113475177306,0
2162,2022-02-22 07:00:00,#WWERaw,#WWERaw,4,74000,M_039,3198.0,167.0,1,13.0,14.0,2.4214285714285713,29000.0,57500.0,47045.857142857145,0
2163,2022-02-08 06:00:00,#WWERaw,#WWERaw,6,57000,M_039,2861.0,167.0,1,13.0,14.0,2.6147540983606556,25200.0,57500.0,46004.262295081964,0
2164,2022-02-08 07:00:00,#WWERaw,#WWERaw,7,58500,M_039,2862.0,167.0,1,13.0,14.0,2.6016260162601625,25200.0,57500.0,46105.85365853659,0
2165,2022-02-08 08:00:00,#WWERaw,#WWERaw,7,59600,M_039,2863.0,167.0,1,13.0,14.0,2.5806451612903225,25200.0,57500.0,46214.67741935484,0
2166,2022-02-08 09:00:00,#WWERaw,#WWERaw,7,60400,M_039,2864.0,167.0,1,13.0,14.0,2.56,25200.0,57500.0,46328.16,0
2167,2022-02-15 02:00:00,#WWERaw,#WWERaw,3,30900,M_039,3025.0,167.0,1,13.0,14.0,2.5714285714285716,25200.0,57500.0,46205.71428571428,0
2168,2022-02-15 03:00:00,#WWERaw,#WWERaw,3,44200,M_039,3026.0,167.0,1,13.0,14.0,2.5511811023622046,25200.0,57500.0,46189.92125984252,0
2169,2022-02-15 04:00:00,#WWERaw,#WWERaw,3,48700,M_039,3027.0,167.0,1,13.0,14.0,2.53125,25200.0,57500.0,46209.53125,0
